Numer_zgloszenia;Numer_prawa_wylacznego;Data_Zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Nazwa_znaku;Rodzaj_znaku;Uprawnieni;Miasto_uprawnionego;Kraj_uprawnionego;Pelnomocnicy;Klasyfikacja_nicejska;Klasyfikacja_wiedenska;Status_sprawy;
051133;034471;1948-11-20;;;;;DAZ;S;PROCTER & GAMBLE LIMITED;GOSFORTH;GB;"Patpol" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
051134;034548;1948-11-20;;;;;SUPER - CUSHION;SG;THE GOODYEAR TIRE & RUBBER COMPANY;AKRON;US;PHZ "Polservice";NIC: 12 ;VIE: 0307 0909 2705 ;Wygaśnięcie prawa ochronnego;
051148;034505;1948-12-03;;;;;;G;METRO-GOLDWYN-MAYER CORP.;BEVERLY HILLS;US;PHZ "Polservice";NIC: 09 ;VIE: 0301 ;Wygaśnięcie prawa ochronnego;
051261;034555;1948-12-20;;;;;THIOTAN;G;NA;NA;ZZ;;NIC: 01 04 ;;Wygaśnięcie prawa ochronnego;
051383;034814;1948-12-31;;;;;FOUR ROSES;G;NA;NA;ZZ;;NIC: 33 ;;Wygaśnięcie prawa ochronnego;
051391;034648;1949-01-14;;;;;BAKELITE;S;BAKELITE UK LIMITED;BIRMINGHAM;GB;"Patpol" Sp.z o.o.;NIC: 01 06 07 09 11 22 23 24 ;;Wygaśnięcie prawa ochronnego;
051392;034647;1949-01-14;;;;;B;G;BAKELITE UK LIMITED;BIRMINGHAM;GB;"Patpol" Sp.z o.o.;NIC: 01 07 09 11 14 ;VIE: 2602 2707 ;Wygaśnięcie prawa ochronnego;
051393;034776;1949-01-14;;;;;PHOTOSTAT;G;NA;NA;ZZ;;NIC: 01 09 16 ;;Wygaśnięcie prawa ochronnego;
051399;034614;1949-01-18;;;05/1949;1949-05-31;LANDROVER;S;JAGUAR LAND ROVER LIMITED;Whitley;GB;Sławomir Mazur Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 12 ;;Udzielenie prawa;
051404;034615;1949-01-19;;;06/1949;1949-06-30;ANTABUS;S;ACTAVIS GROUP HF;HAFNARFJORDUR;IS;Magdalena Pietrosiuk Jan Wierzchoń i Partnerzy-Biuro Patentów i Znaków Towarowych, Sp.j,;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
051405;034669;1949-01-19;;;;;DUMACENE;SG;SOCIÉTÉ DES PRODUITS TENSIO-ACTIFS ET DÉRIVÉS TENSIA S.A.;LIÉPE;BE;"Polservice" Sp. z o.o.;NIC: 01 ;;Wygaśnięcie prawa ochronnego;
051406;034683;1949-01-19;;;;;FORESTAL;SG;NA;NA;ZZ;;NIC: 02 03 05 ;;Wygaśnięcie prawa ochronnego;
051407;034753;1949-01-19;;;;;TRAFURIL;S;NOVARTIS AG;BAZYLEA;CH;"Polservice" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
051408;034668;1949-01-19;;;;;LORD CALVERT;SG;THE SEAGRAM COMPANY LTD.;WATERLOO;CA;PHZ "Polservice";NIC: 33 ;;Wygaśnięcie prawa ochronnego;
051409;034754;1949-01-19;;;;;BRADOSOL;S;NOVARTIS AG;BAZYLEA;CH;"Polservice" Sp. z o.o.;NIC: 05 03 ;;Wygaśnięcie prawa ochronnego;
051425;035019;1949-01-31;;;02/1950;1950-04-29;CRESTA;S;NA;NA;ZZ;;NIC: 31 ;;Wygaśnięcie prawa ochronnego;
051430;034662;1949-02-05;;;;;VAN HEUSEN;S;THE BRITISH VAN HEUSEN COMPANY LIMITED;TAUNTON;GB;PHZ "Polservice";NIC: 25 ;;Wygaśnięcie prawa ochronnego;
051436;034679;1949-02-16;;;;;SEMTEX;S;DUNLOP SEMTEX LIMITED;LONDYN;GB;PHZ "Polservice";NIC: 01 19 ;;Wygaśnięcie prawa ochronnego;
051438;034681;1949-02-10;;;;;SEMASTIC;S;DUNLOP SEMTEX LIMITED;LONDYN;GB;PHZ "Polservice";NIC: 20 ;;Wygaśnięcie prawa ochronnego;
051439;034682;1949-02-10;;;;;FLEXIMER;S;DUNLOP SEMTEX LIMITED;LONDYN;GB;PHZ "Polservice;NIC: 19 ;;Wygaśnięcie prawa ochronnego;
051445;034804;1949-02-16;;;09/1949;1949-12-31;OLIVETTI;S;TELECOM ITALIA S.P.A.;MEDIOLAN;IT;Jarosław Kulikowski Kulikowska i Kulikowski;NIC: 09 16 ;;Udzielenie prawa;
051454;034743;1949-02-21;;;;;BOND STREET;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051458;035031;1949-02-24;;;02/1950;1950-04-29;BIROETTE;S;NA;NA;ZZ;;NIC: 16 20 21 ;;Wygaśnięcie prawa ochronnego;
051482;034844;1949-03-09;;;11/1949;1800-01-01;KLINGERIT;SG;KLINGER AG;ZUG;CH;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 17 18 ;;Udzielenie prawa;
051501;034718;1949-03-18;;;;;WILLIAMS;SG;NA;NA;ZZ;;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
051507;034771;1949-03-21;;;09/1949;1949-12-31;PHILIP MORRIS;SG;PHILIP MORRIS BRANDS SARL;NEUCHÂTEL;CH;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 34 ;VIE: 2705 ;Udzielenie prawa;
051521;034863;1949-03-25;;;;;ABBOTT;SG;NA;NA;ZZ;;NIC: 01 02 05 ;;Wygaśnięcie prawa ochronnego;
051532;034777;1949-04-07;;;09/1949;1949-12-31;BOOTH'S;S;DIAGEO BRANDS B.V.;AMSTERDAM;NL;Wanda Kulikowska Kulikowska i Kulikowski;NIC: 33 ;;Udzielenie prawa;
051533;035175;1950-04-07;;;;;BIRO MINOR;S;BIRO BIC LIMITED;LONDYN;GB;PHZ "Polservice";NIC: 16 ;VIE: 2604 ;Wygaśnięcie prawa ochronnego;
051534;034877;1949-04-07;;;;;BIRO;S;NA;NA;ZZ;;NIC: 16 ;;Wygaśnięcie prawa ochronnego;
051535;034876;1949-04-07;;;;;BIROME;S;NA;NA;ZZ;;NIC: 16 ;;Wygaśnięcie prawa ochronnego;
051582;034738;1949-04-25;;;07/1949;1949-08-31;MARTINI VINO VERMOUTH;SG;BACARDI & COMPANY LIMITED;VADUZ;LI;PHZ "Polservice";NIC: 33 ;VIE: 0701 2401 2405 2407 2501 2604 0203 0401 0513 ;Wygaśnięcie prawa ochronnego;
051583;034739;1949-04-25;;;;;APERITIVO IDEALE ROSSI;SG;BACARDI & COMPANY LIMITED;VADUZ;LI;PHZ "Polservice";NIC: 33 ;VIE: 0107 0406 1907 2604 ;Wygaśnięcie prawa ochronnego;
051584;034740;1949-04-25;;;07/1949;1949-08-31;ROSSI;SG;BACARDI & COMPANY LIMITED;VADUZ;LI;Ewa Malewska Kancelaria Patentowa EWA MALEWSKA & PARTNERS;NIC: 33 ;VIE: 2604 ;Wygaśnięcie prawa ochronnego;
051585;034741;1949-04-25;;;07/08/1949;1949-08-31;MARTINI;SG;BACARDI & COMPANY LIMITED;VADUZ;LI;Michał Sosnowski;NIC: 33 ;VIE: 2705 ;Udzielenie prawa;
051594;035482;1949-05-06;;;04/1951;1951-08-31;FIAT;S;Fiat Group Marketing & Corporate Communication S.p.A.;Turyn;IT;Bartosz Krakowiak POLSERVICE Kancelaria Rzeczników Patentowych Spółka z o.o.;NIC: 04 12 ;;Udzielenie prawa;
051625;034750;1949-03-17;;;;;JE REVIENS;S;WORTH PARFUMS, SOCIÉTÉ ANONYME;PARYŻ;FR;PHZ "Polservice";NIC: 03 ;;Wygaśnięcie prawa ochronnego;
051626;034751;1949-05-17;;;;;DANS LA NUIT;S;WORTH PARFUMS SOCIÉTÉ ANONYME;PARYŻ;FR;PHZ "Polservice" Sp. z o.o.;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
051628;034816;1949-05-19;;;;;CALVERT;S;NA;NA;ZZ;;NIC: 33 ;;Wygaśnięcie prawa ochronnego;
051634;034846;1949-05-30;;;;;LEXIKON 80;S;NA;NA;ZZ;;NIC: 10 ;;Wygaśnięcie prawa ochronnego;
051635;034835;1949-05-30;;;;;DIVISUMMA;S;NA;NA;ZZ;;NIC: 09 10 ;;Wygaśnięcie prawa ochronnego;
051645;034894;1949-06-02;;;;;;G;SKLO UNION KONCERN PRO VYROBU PUMYSLOVÉHO SKLA;TEPLICE;CS;"Patpol" Sp. z o.o.;NIC: 21 ;;Wygaśnięcie prawa ochronnego;
051646;034858;1949-06-02;;;;;JJ;G;NA;NA;ZZ;;NIC: 21 ;;Wygaśnięcie prawa ochronnego;
051683;034942;1949-06-08;;;;;FUMEXOL;S;CIBA SPECIALTY CHEMICALS HOLDING INC.;BAZYLEA;CH;PHZ "Polservice";NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
051684;034943;1949-06-08;;;;;PRISCOPHENE;S;CIBA-GEIGY AG,CIBA-GEIGY SA,CIBA-GEIGY LIMITED;BAZYLEA;CH;PHZ "Polservice";NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051697;034944;1949-07-06;;;;;ZETINA;S;NA;NA;ZZ;;NIC: 08 09 11 13 21 ;;Wygaśnięcie prawa ochronnego;
051724;034884;1949-07-13;;;;;B;S;NA;NA;ZZ;;NIC: 07 08 09 10 11 13 16 20 21 ;;Wygaśnięcie prawa ochronnego;
051725;034789;1949-07-19;;;09/1949;1949-12-31;NO 5 CHANEL;SP;CHANEL SARL;GLARIS;CH;Wanda Kulikowska Kulikowska i Kulikowski;NIC: 03 ;VIE: 1907 ;Udzielenie prawa;
051727;034871;1949-07-21;;;;;KEMITHAL;SP;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051730;034935;1949-07-21;;;;;PAL;SG;PMP PAL INTERNATIONAL S.R.O.;Praga;CZ;;NIC: 06 07 09 11 12 ;VIE: 2601 ;Udzielenie prawa;
051731;034897;1949-07-28;;;;;FETE DES ROSES;SG;NA;NA;ZZ;;NIC: 03 05 21 26 ;;Wygaśnięcie prawa ochronnego;
051733;034885;1949-07-13;;;;;BURROUGHS;SG;NA;NA;ZZ;;NIC: 07 08 09 10 11 13 16 20 21 ;;Wygaśnięcie prawa ochronnego;
051740;035027;1945-08-05;;;02/1950;1950-04-29;A AGROSTROJ;SG;NA;NA;ZZ;;NIC: 06 07 08 09 10 11 16 17 19 20 21 25 26 28 12 13 ;;Wygaśnięcie prawa ochronnego;
051742;034886;1949-08-05;;;;;SWITZERLAND;SG;NA;NA;ZZ;;NIC: 29 30 ;;Wygaśnięcie prawa ochronnego;
051754;035308;1949-08-06;;;01/1951;1951-02-28;AZOTOX;SG;NA;NA;ZZ;;NIC: 02 03 05 ;;Wygaśnięcie prawa ochronnego;
051755;035000;1949-08-08;;;;;ODEON;S;EMI RECORDS LIMITED;HAYES;GB;PHZ "Polservice";NIC: 09 ;;Wygaśnięcie prawa ochronnego;
051756;035001;1949-08-08;;;;;PARLOPHONE;S;EMI (IP) LIMITED;LONDYN;GB;Ludwika Przybyło PATPOL Spółka z o.o.;NIC: 09 ;;Wygaśnięcie prawa ochronnego;
051757;035128;1949-08-08;;;;;ODEON;SG;EMI RECORDS LIMITED;HAYES MIDDLESEX;GB;"Patpol" Sp.z o.o.;NIC: 09 ;VIE: 0701 2601 2705 ;Wygaśnięcie prawa ochronnego;
051758;035278;1949-08-08;;;;;ODEON;SG;EMI RECORDS LIMITED;BLYTH ROAD;GB;"Patpol" Sp.z o.o.;NIC: 09 ;VIE: 2602 2604 0701 2601 ;Wygaśnięcie prawa ochronnego;
051760;035134;1949-08-08;;;;;g;G;EMI (IP) LIMITED;LONDYN;GB;Ludwika Przybyło PATPOL Spółka z o.o.;NIC: 09 ;VIE: 2201 2601 2705 ;Wygaśnięcie prawa ochronnego;
051764;034910;1949-08-12;;;;;KIN;G;NA;NA;ZZ;;NIC: 03 05 06 07 08 09 13 14 19 21 25 26 10 11 12 ;;Wygaśnięcie prawa ochronnego;
051766;034912;1949-08-12;;;;;LORD;S;KOH-J-NOOR, SPOJENÉ KOVOPRUMYSLOVÉ ZAVODY, NARODNI PODNIK;PRAGA;CS;"Polservice";NIC: 06 20 21 25 26 ;;Wygaśnięcie prawa ochronnego;
051769;034914;1949-08-12;;;;;KOH-I-NOOR;S;KOH-J-NOOR, SPOJENÉ KOVOPRUMYSLOVE ZAVODY, NARODNI PODNIK;PRAGA;CS;PHZ "Polservice";NIC: 26 ;;Wygaśnięcie prawa ochronnego;
051772;034929;1949-08-12;;;;;KIN;S;NA;NA;ZZ;;NIC: 03 05 06 07 08 09 13 14 19 21 25 26 10 11 12 ;;Wygaśnięcie prawa ochronnego;
051777;034921;1949-08-12;;;;;WEKO;S;KOH-J-NOOR, SPOJENÉ KOVOPRUMYSOLOVÉ ZAVODY, NARODNI PODNIK;PRAGA;CS;PHZ "Polservice";NIC: 06 26 ;;Wygaśnięcie prawa ochronnego;
051779;034922;1949-08-12;;;;;RIVAL;S;KOH-J-NOOR, SPOJENÉ KOVOPRUMYSLOVE ZAVODY, NARODNI PODNIK,;PRAGA;CS;PHZ "Polservice";NIC: 26 ;;Wygaśnięcie prawa ochronnego;
051780;034923;1949-08-12;;;;;OTELLO;S;KOH-J-NOOR, SPOJENÉ KOVOPRUMYSLOVÉ ZAVODY, NARODNI PODNIK;PRAGA;CS;PHZ "Polservice";NIC: 06 26 ;;Wygaśnięcie prawa ochronnego;
051790;034864;1949-08-12;;;;;SYNOPEN;S;NA;NA;ZZ;;NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
051791;034948;1949-08-16;;;;;BENEDICTINE MUNK-LIKOR DOM;SG;BACARDI FRANCE;SAINT OUEN;FR;Michał Sosnowski;NIC: 32 33 ;VIE: 1907 2005 ;Udzielenie prawa;
051867;035127;1950-08-27;;;04/1950;1950-08-31;ELASTIC;SG;NA;NA;ZZ;;NIC: 17 25 26 ;;Wygaśnięcie prawa ochronnego;
051868;034896;1949-08-29;;;01/1950;1950-02-28;MARS;S;MARS INC. /DELAWARE CORPORATION/;MCLEAN;US;Anna Zakrocka PATPOL Spółka z o.o.;NIC: 30 ;;Udzielenie prawa;
051870;034872;1949-08-29;;;;;GLIKOFILINA;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051876;034949;1949-09-05;;;;;BOUTEIILLE DE BENEDICTINE;SP;BENEDICTINE, DISTILLERIE DE LA LIQUEUR DE L' ANCIENNE ABBAYE DE FECAMP S.A.;FÉCAMP;FR;PHZ "Polservice";NIC: 33 ;VIE: 1907 2005 ;Wygaśnięcie prawa ochronnego;
051877;034950;1949-09-05;;;;;DOM;S;BACARDI FRANCE;SAINT OUEN;FR;Michał Sosnowski;NIC: 33 ;;Udzielenie prawa;
051878;034951;1949-09-05;;;;;BENEDICTINE;S;BACARDI FRANCE;SAINT OUEN;FR;Michał Sosnowski;NIC: 33 ;;Udzielenie prawa;
051881;035200;1949-09-08;;;01/1951;1951-02-28;BABESAN;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
051895;035006;1949-09-27;;;;;IBM;S;INTERNATIONAL BUSINESS MACHINES CORPORATION;ARMONK;US;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 07 09 11 16 ;;Udzielenie prawa;
051902;035030;1949-09-26;;;;;SEAGRAM'S V.O.;SG;THE SEAGRAM COMPANY LTD;WATERLOO;CA;PHZ "Polservice";NIC: 33 ;VIE: 1907 2401 2613 2807 ;Wygaśnięcie prawa ochronnego;
